chr10	41817042	chr4	49711560	Reverse
chr10	41850525	chr5	49659811	Forward
chr10	41854249	chr20	31222243	Forward
chr10	41856999	chr4	49154473	Forward
chr10	41857005	chr4	49637253	Forward
chr10	41857008	chr4	49140544	Reverse
chr10	41857014	chr4	49137148	Reverse
chr10	41857017	chr4	49107805	Reverse
chr10	41857017	chr4	49134429	Reverse
chr10	41857020	chr20	31056762	Reverse
chr10	41857027	chr4	49102446	Reverse
chr10	41857027	chr4	49107805	Reverse
chr10	41857029	chr4	49147288	Reverse
chr10	41857157	chr4	49155373	Reverse
chr10	41857367	chr4	49130069	Reverse
chr10	41857371	chr20	31189211	Reverse
chr10	41857378	chr5	49601863	Forward
chr10	41857391	chr4	49631636	Forward
chr10	41857394	chr4	49138130	Reverse
chr10	41857428	chr5	49659846	Reverse
chr10	41857646	chr20	31069076	Forward
chr10	41857705	chr5	49657177	Reverse
chr10	41857705	chr5	49657218	Reverse
chr10	41857705	chr5	49658913	Reverse
chr10	41857705	chr5	49660977	Reverse
chr10	41857707	chr5	49658663	Reverse
chr10	41857710	chr4	49098976	Reverse
chr10	41857710	chr4	49105360	Forward
chr10	41857710	chr4	49147345	Reverse
chr10	41857716	chr4	49102531	Forward
chr10	41857723	chr4	49102550	Forward
chr10	41857725	chr4	49138139	Reverse
chr10	41857727	chr4	49124469	Forward
chr10	41857949	chr4	49108680	Reverse
chr10	41857950	chr4	49096799	Reverse
chr10	41857983	chr4	49147349	Forward
chr10	41858061	chr4	49155376	Reverse
chr10	41858209	chr4	49118335	Reverse
chr10	41858222	chr4	49149386	Reverse
chr10	41858245	chr4	49137012	Reverse
chr10	41858250	chr4	49102531	Forward
chr10	41858252	chr5	49666186	Forward
chr10	41858253	chr4	49116884	Forward
chr10	41858256	chr20	31058304	Forward
chr10	41858264	chr20	31241679	Reverse
chr10	41858271	chr4	49118888	Forward
chr10	41858276	chr4	49149399	Reverse
chr10	41858278	chr4	49137018	Reverse
chr10	41858279	chr4	49153716	Reverse
chr10	41858283	chr20	31059999	Forward
chr10	41858294	chr20	31106020	Forward
chr10	41858296	chr4	49092757	Forward
chr10	41858296	chr4	49118444	Forward
chr10	41858296	chr4	49118907	Forward
chr10	41858297	chr4	49092355	Forward
chr10	41858297	chr4	49092757	Forward
chr10	41858297	chr4	49139721	Forward
chr10	41858297	chr4	49155366	Forward
chr10	41858297	chr4	49155373	Forward
chr10	41858298	chr20	31058341	Forward
chr10	41858298	chr4	49139657	Forward
chr10	41858300	chr4	49118905	Forward
chr10	41858301	chr4	49652411	Forward
chr10	41858302	chr4	49092355	Forward
chr10	41858303	chr20	31058334	Forward
chr10	41858303	chr4	49139692	Forward
chr10	41858304	chr4	49092348	Forward
chr10	41858304	chr4	49102427	Forward
chr10	41858304	chr4	49139722	Forward
chr10	41858305	chr4	49118474	Forward
chr10	41858306	chr20	31064005	Forward
chr10	41858306	chr4	49141405	Forward
chr10	41858307	chr4	49149403	Reverse
chr10	41858308	chr20	31058341	Forward
chr10	41858312	chr4	49151001	Forward
chr10	41858316	chr4	49109698	Reverse
chr10	41858323	chr20	31058324	Forward
chr10	41858337	chr20	31058341	Forward
chr10	41858337	chr20	31068634	Forward
chr10	41858338	chr4	49091347	Forward
chr10	41858340	chr20	31052750	Forward
chr10	41858340	chr20	31058329	Forward
chr10	41858340	chr20	31058335	Forward
chr10	41858340	chr20	31058335	Forward
chr10	41858340	chr20	31058342	Forward
chr10	41858340	chr20	31074095	Forward
chr10	41858340	chr4	49092353	Forward
chr10	41858340	chr4	49099617	Forward
chr10	41858340	chr4	49099617	Forward
chr10	41858340	chr4	49118844	Forward
chr10	41858340	chr4	49140826	Forward
chr10	41858340	chr4	49657549	Forward
chr10	41858344	chr4	49092807	Forward
chr10	41858344	chr4	49651871	Forward
chr10	41858345	chr20	31058341	Forward
chr10	41858359	chr4	49139649	Forward
chr10	41858359	chr4	49149353	Forward
chr10	41858359	chr4	49635174	Forward
chr10	41858360	chr4	49137216	Forward
chr10	41858362	chr4	49108102	Reverse
chr10	41858362	chr4	49137017	Reverse
chr10	41858367	chr4	49149421	Forward
chr10	41858370	chr20	31052373	Forward
chr10	41858370	chr4	49129951	Reverse
chr10	41858373	chr20	31201517	Forward
chr10	41858373	chr4	49149418	Forward
chr10	41858374	chr20	31201510	Forward
chr10	41858375	chr4	49149381	Forward
chr10	41858375	chr4	49657108	Forward
chr10	41858376	chr4	49149416	Forward
chr10	41858380	chr20	31052383	Forward
chr10	41858395	chr4	49642618	Reverse
chr10	41858396	chr20	31068076	Forward
chr10	41858398	chr4	49149382	Forward
chr10	41858406	chr4	49139969	Forward
chr10	41858412	chr20	31052389	Forward
chr10	41858414	chr4	49149391	Reverse
chr10	41858415	chr4	49124468	Reverse
chr10	41858416	chr4	49137022	Reverse
chr10	41858416	chr4	49156651	Reverse
chr10	41858419	chr4	49092042	Forward
chr10	41858419	chr4	49102457	Reverse
chr10	41858419	chr4	49149409	Reverse
chr10	41858419	chr4	49631429	Reverse
chr10	41858419	chr4	49634143	Reverse
chr10	41858421	chr20	31054643	Forward
chr10	41858423	chr4	49122657	Reverse
chr10	41858423	chr4	49149329	Reverse
chr10	41858424	chr4	49149427	Reverse
chr10	41858434	chr20	31105990	Reverse
chr10	41858434	chr4	49154512	Forward
chr10	41858434	chr4	49155337	Forward
chr10	41858435	chr20	31052393	Forward
chr10	41858436	chr20	31241729	Forward
chr10	41858437	chr20	31068826	Forward
chr10	41858437	chr4	49102460	Reverse
chr10	41858439	chr4	49137017	Reverse
chr10	41858439	chr4	49155346	Forward
chr10	41858440	chr4	49149408	Reverse
chr10	41858441	chr20	31062250	Forward
chr10	41858442	chr4	49124468	Forward
chr10	41858445	chr20	31068079	Forward
chr10	41858445	chr20	31069449	Reverse
chr10	41858446	chr20	31052815	Forward
chr10	41858446	chr20	31241606	Forward
chr10	41858446	chr20	31241727	Reverse
chr10	41858446	chr20	31241883	Forward
chr10	41858446	chr4	49114386	Reverse
chr10	41858446	chr4	49156622	Reverse
chr10	41858446	chr4	49642608	Reverse
chr10	41858446	chr4	49645029	Reverse
chr10	41858447	chr4	49128935	Reverse
chr10	41858448	chr4	49122667	Reverse
chr10	41858448	chr4	49149411	Forward
chr10	41858448	chr4	49156639	Reverse
chr10	41858449	chr20	31052754	Forward
chr10	41858449	chr20	31060543	Reverse
chr10	41858449	chr20	31060543	Reverse
chr10	41858449	chr20	31060543	Reverse
chr10	41858449	chr20	31063071	Reverse
chr10	41858449	chr20	31064653	Reverse
chr10	41858449	chr20	31066413	Forward
chr10	41858449	chr20	31106746	Forward
chr10	41858449	chr20	31106746	Forward
chr10	41858449	chr20	31106746	Forward
chr10	41858449	chr20	31106746	Forward
chr10	41858449	chr20	31186398	Forward
chr10	41858449	chr20	31186401	Forward
chr10	41858449	chr4	49096769	Forward
chr10	41858449	chr4	49108579	Reverse
chr10	41858449	chr4	49108579	Reverse
chr10	41858449	chr4	49108579	Reverse
chr10	41858449	chr4	49108579	Reverse
chr10	41858449	chr4	49110675	Reverse
chr10	41858449	chr4	49110720	Forward
chr10	41858449	chr4	49116945	Reverse
chr10	41858449	chr4	49137012	Reverse
chr10	41858449	chr4	49137018	Reverse
chr10	41858449	chr4	49153718	Reverse
chr10	41858449	chr4	49154469	Forward
chr10	41858449	chr4	49155432	Forward
chr10	41858449	chr4	49156440	Reverse
chr10	41858449	chr4	49632534	Reverse
chr10	41858449	chr4	49632608	Reverse
chr10	41858449	chr4	49632608	Reverse
chr10	41858449	chr4	49632609	Reverse
chr10	41858449	chr4	49639154	Reverse
chr10	41858449	chr4	49644461	Forward
chr10	41858449	chr4	49644779	Reverse
chr10	41858449	chr5	49666555	Forward
chr10	41858450	chr4	49101831	Forward
chr10	41858450	chr4	49102430	Reverse
chr10	41858450	chr4	49114386	Reverse
chr10	41858451	chr20	31185781	Reverse
chr10	41858451	chr4	49631700	Forward
chr10	41858451	chr4	49650719	Reverse
chr10	41858454	chr4	49098515	Forward
chr10	41858454	chr4	49137021	Reverse
chr10	41858454	chr4	49156615	Reverse
