chr20	31222243	chr10	41854249	chr10
chr20	31056762	chr10	41857020	chr10
chr20	31189211	chr10	41857371	chr10
chr20	31069076	chr10	41857646	chr10
chr20	31058304	chr10	41858256	chr10
chr20	31241679	chr10	41858264	chr10
chr20	31059999	chr10	41858283	chr10
chr20	31106020	chr10	41858294	chr10
chr20	31058341	chr10	41858298	chr10
chr20	31058334	chr10	41858303	chr10
chr20	31064005	chr10	41858306	chr10
chr20	31058341	chr10	41858308	chr10
chr20	31058324	chr10	41858323	chr10
chr20	31058341	chr10	41858337	chr10
chr20	31068634	chr10	41858337	chr10
chr20	31052750	chr10	41858340	chr10
chr20	31058329	chr10	41858340	chr10
chr20	31058335	chr10	41858340	chr10
chr20	31058335	chr10	41858340	chr10
chr20	31058342	chr10	41858340	chr10
chr20	31074095	chr10	41858340	chr10
chr20	31058341	chr10	41858345	chr10
chr20	31052373	chr10	41858370	chr10
chr20	31201517	chr10	41858373	chr10
chr20	31201510	chr10	41858374	chr10
chr20	31052383	chr10	41858380	chr10
chr20	31068076	chr10	41858396	chr10
chr20	31052389	chr10	41858412	chr10
chr20	31054643	chr10	41858421	chr10
chr20	31105990	chr10	41858434	chr10
chr20	31052393	chr10	41858435	chr10
chr20	31241729	chr10	41858436	chr10
chr20	31068826	chr10	41858437	chr10
chr20	31062250	chr10	41858441	chr10
chr20	31068079	chr10	41858445	chr10
chr20	31069449	chr10	41858445	chr10
chr20	31052815	chr10	41858446	chr10
chr20	31241606	chr10	41858446	chr10
chr20	31241727	chr10	41858446	chr10
chr20	31241883	chr10	41858446	chr10
chr20	31052754	chr10	41858449	chr10
chr20	31060543	chr10	41858449	chr10
chr20	31060543	chr10	41858449	chr10
chr20	31060543	chr10	41858449	chr10
chr20	31063071	chr10	41858449	chr10
chr20	31064653	chr10	41858449	chr10
chr20	31066413	chr10	41858449	chr10
chr20	31106746	chr10	41858449	chr10
chr20	31106746	chr10	41858449	chr10
chr20	31106746	chr10	41858449	chr10
chr20	31106746	chr10	41858449	chr10
chr20	31186398	chr10	41858449	chr10
chr20	31186401	chr10	41858449	chr10
chr20	31185781	chr10	41858451	chr10
chr20	31080545	chr10	41858455	chr10
chr20	31060543	chr10	41858460	chr10
chr20	31185333	chr10	41858460	chr10
chr20	31241867	chr10	41858463	chr10
chr20	31185781	chr10	41858467	chr10
chr20	31241644	chr10	41858547	chr10
chr20	31064681	chr10	41858814	chr10
chr20	31064001	chr10	41858889	chr10
chr20	31198661	chr10	41858891	chr10
chr20	31198687	chr10	41858891	chr10
chr20	31058342	chr10	41859103	chr10
chr20	31093329	chr10	41859275	chr10
chr20	31057901	chr10	41859415	chr10
chr20	31063830	chr10	41859506	chr10
chr20	31069443	chr10	41859526	chr10
chr20	31055158	chr10	41859535	chr10
chr20	31058351	chr10	41859535	chr10
chr20	31052513	chr10	41859567	chr10
chr20	31052764	chr10	41859567	chr10
chr20	31187197	chr10	41859681	chr10
