chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22180085	chr17	22180085	chr13
chr17	22158449	chr17	22158449	chr13
chr17	22158528	chr17	22158528	chr13
chr17	22158513	chr17	22158513	chr13
chr17	22158471	chr17	22158471	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158460	chr17	22158460	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158429	chr17	22158429	chr13
chr17	22158409	chr17	22158409	chr13
chr17	22158483	chr17	22158483	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158428	chr17	22158428	chr13
chr17	22158407	chr17	22158407	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158466	chr17	22158466	chr13
chr17	22157825	chr17	22157825	chr13
chr17	22158457	chr17	22158457	chr13
chr17	22158460	chr17	22158460	chr13
chr17	22158510	chr17	22158510	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22157828	chr17	22157828	chr13
chr17	22157486	chr17	22157486	chr13
chr17	22157352	chr17	22157352	chr13
chr17	22158472	chr17	22158472	chr13
chr17	22158498	chr17	22158498	chr13
chr17	22158527	chr17	22158527	chr13
chr17	22158450	chr17	22158450	chr13
chr17	22158448	chr17	22158448	chr13
chr17	22158476	chr17	22158476	chr13
chr17	22157519	chr17	22157519	chr13
chr17	22157133	chr17	22157133	chr13
chr17	22158486	chr17	22158486	chr13
chr17	22158451	chr17	22158451	chr13
chr17	22158490	chr17	22158490	chr13
chr17	22157454	chr17	22157454	chr13
chr17	22158431	chr17	22158431	chr13
chr17	22157832	chr17	22157832	chr13
chr17	22157312	chr17	22157312	chr13
chr17	22157436	chr17	22157436	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22157829	chr17	22157829	chr13
chr17	22157465	chr17	22157465	chr13
chr17	22158475	chr17	22158475	chr13
chr17	22158512	chr17	22158512	chr13
chr17	22157471	chr17	22157471	chr13
chr17	22158519	chr17	22158519	chr13
chr17	22157884	chr17	22157884	chr13
chr17	22157076	chr17	22157076	chr13
chr17	22158403	chr17	22158403	chr13
chr17	22157379	chr17	22157379	chr13
chr17	22157491	chr17	22157491	chr13
chr17	22157353	chr17	22157353	chr13
chr17	22157460	chr17	22157460	chr13
chr17	22157354	chr17	22157354	chr13
chr17	22157500	chr17	22157500	chr13
chr17	22157330	chr17	22157330	chr13
chr17	22157493	chr17	22157493	chr13
chr17	22157338	chr17	22157338	chr13
chr17	22157408	chr17	22157408	chr13
chr17	22157317	chr17	22157317	chr13
chr17	22157345	chr17	22157345	chr13
chr17	22158527	chr17	22158527	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22157094	chr17	22157094	chr13
chr17	22157372	chr17	22157372	chr13
chr17	22158405	chr17	22158405	chr13
chr17	22157331	chr17	22157331	chr13
chr17	22157341	chr17	22157341	chr13
chr17	22157329	chr17	22157329	chr13
chr17	22157375	chr17	22157375	chr13
chr17	22157482	chr17	22157482	chr13
chr17	22157423	chr17	22157423	chr13
chr17	22157881	chr17	22157881	chr13
chr17	22157881	chr17	22157881	chr13
chr17	22157834	chr17	22157834	chr13
chr17	22158425	chr17	22158425	chr13
chr17	22157089	chr17	22157089	chr13
chr17	22157840	chr17	22157840	chr13
chr17	22151767	chr17	22151767	chr13
chr17	22150556	chr17	22150556	chr13
