1	111080814	gi|310698439|ref|NC_001526.2|	4956
1	227971944	gi|310698439|ref|NC_001526.2|	5685
1	33487338	gi|310698439|ref|NC_001526.2|	3695
1	65382981	gi|310698439|ref|NC_001526.2|	7061
1	76724536	gi|310698439|ref|NC_001526.2|	7621
1	85455673	gi|310698439|ref|NC_001526.2|	4551
10	115569988	gi|310698439|ref|NC_001526.2|	4173
10	27616684	gi|310698439|ref|NC_001526.2|	3406
10	9602688	gi|310698439|ref|NC_001526.2|	3547
10	9681478	gi|310698439|ref|NC_001526.2|	6810
11	106476901	gi|310698439|ref|NC_001526.2|	4787
11	42741087	gi|310698439|ref|NC_001526.2|	2681
11	69059347	gi|310698439|ref|NC_001526.2|	7
12	100814452	gi|310698439|ref|NC_001526.2|	731
12	112576705	gi|310698439|ref|NC_001526.2|	427
12	22060599	gi|310698439|ref|NC_001526.2|	6630
12	75027916	gi|310698439|ref|NC_001526.2|	4498
12	80351928	gi|310698439|ref|NC_001526.2|	6463
12	9607712	gi|310698439|ref|NC_001526.2|	5048
13	50680043	gi|310698439|ref|NC_001526.2|	5492
14	55794621	gi|310698439|ref|NC_001526.2|	3236
14	58533766	gi|310698439|ref|NC_001526.2|	7334
14	68683567	gi|310698439|ref|NC_001526.2|	3702
14	68683569	gi|310698439|ref|NC_001526.2|	3791
14	68683570	gi|310698439|ref|NC_001526.2|	3662
14	68683570	gi|310698439|ref|NC_001526.2|	3783
14	68683582	gi|310698439|ref|NC_001526.2|	3618
14	68683590	gi|310698439|ref|NC_001526.2|	3716
14	68683590	gi|310698439|ref|NC_001526.2|	3730
14	68683600	gi|310698439|ref|NC_001526.2|	3756
14	68683605	gi|310698439|ref|NC_001526.2|	3807
14	68683611	gi|310698439|ref|NC_001526.2|	3771
14	68683616	gi|310698439|ref|NC_001526.2|	3756
14	68683616	gi|310698439|ref|NC_001526.2|	3763
14	68683618	gi|310698439|ref|NC_001526.2|	3764
14	68683620	gi|310698439|ref|NC_001526.2|	3751
14	68683629	gi|310698439|ref|NC_001526.2|	3752
14	68683630	gi|310698439|ref|NC_001526.2|	3732
14	68683630	gi|310698439|ref|NC_001526.2|	3823
14	68683633	gi|310698439|ref|NC_001526.2|	3757
14	68683640	gi|310698439|ref|NC_001526.2|	3764
14	68683643	gi|310698439|ref|NC_001526.2|	3764
14	68683647	gi|310698439|ref|NC_001526.2|	3756
14	68683649	gi|310698439|ref|NC_001526.2|	3762
14	68683651	gi|310698439|ref|NC_001526.2|	3766
14	68683652	gi|310698439|ref|NC_001526.2|	3744
14	68683659	gi|310698439|ref|NC_001526.2|	3767
14	68683663	gi|310698439|ref|NC_001526.2|	3821
14	68683667	gi|310698439|ref|NC_001526.2|	3813
14	68683673	gi|310698439|ref|NC_001526.2|	3787
14	68683677	gi|310698439|ref|NC_001526.2|	3771
14	68683677	gi|310698439|ref|NC_001526.2|	3810
14	68683683	gi|310698439|ref|NC_001526.2|	3799
14	68683684	gi|310698439|ref|NC_001526.2|	3847
14	68683688	gi|310698439|ref|NC_001526.2|	3845
14	68683690	gi|310698439|ref|NC_001526.2|	3851
14	68683693	gi|310698439|ref|NC_001526.2|	3851
14	68683699	gi|310698439|ref|NC_001526.2|	3858
14	68683705	gi|310698439|ref|NC_001526.2|	3759
14	68683709	gi|310698439|ref|NC_001526.2|	3833
14	68683718	gi|310698439|ref|NC_001526.2|	3875
14	68683720	gi|310698439|ref|NC_001526.2|	3835
14	68683722	gi|310698439|ref|NC_001526.2|	3858
14	68683726	gi|310698439|ref|NC_001526.2|	3834
14	68683728	gi|310698439|ref|NC_001526.2|	3795
14	68683736	gi|310698439|ref|NC_001526.2|	3824
14	68683750	gi|310698439|ref|NC_001526.2|	3881
14	68683752	gi|310698439|ref|NC_001526.2|	3885
14	68699676	gi|310698439|ref|NC_001526.2|	701
14	68699677	gi|310698439|ref|NC_001526.2|	724
14	68699679	gi|310698439|ref|NC_001526.2|	704
14	68699680	gi|310698439|ref|NC_001526.2|	675
14	68699680	gi|310698439|ref|NC_001526.2|	711
14	68699681	gi|310698439|ref|NC_001526.2|	644
14	68699681	gi|310698439|ref|NC_001526.2|	684
14	68699681	gi|310698439|ref|NC_001526.2|	684
14	68699682	gi|310698439|ref|NC_001526.2|	710
14	68699682	gi|310698439|ref|NC_001526.2|	728
14	68699683	gi|310698439|ref|NC_001526.2|	685
14	68699683	gi|310698439|ref|NC_001526.2|	723
14	68699684	gi|310698439|ref|NC_001526.2|	714
14	68699684	gi|310698439|ref|NC_001526.2|	757
14	68699685	gi|310698439|ref|NC_001526.2|	690
14	68699685	gi|310698439|ref|NC_001526.2|	719
14	68699686	gi|310698439|ref|NC_001526.2|	821
14	68699688	gi|310698439|ref|NC_001526.2|	685
14	68699689	gi|310698439|ref|NC_001526.2|	663
14	68699691	gi|310698439|ref|NC_001526.2|	671
14	68699691	gi|310698439|ref|NC_001526.2|	701
14	68699694	gi|310698439|ref|NC_001526.2|	645
14	68699694	gi|310698439|ref|NC_001526.2|	675
