chr9	36842497	chr9	37852858
chr9	36842498	chr9	37852920
chr9	36842500	chr9	37852944
chr9	36842534	chr9	37852902
chr9	36842538	chr9	37852903
chr9	36842541	chr9	37852925
chr9	36842547	chr9	37852855
chr9	36842549	chr9	37852919
chr9	36842553	chr9	37852847
chr9	36842563	chr9	37852856
chr9	36842566	chr9	37852824
chr9	36842566	chr9	37852905
chr9	36842566	chr9	37852938
chr9	36842568	chr9	37852898
chr9	36842572	chr9	37852937
chr9	36842578	chr9	37852835
chr9	36842579	chr9	37852882
chr9	36842580	chr9	37852935
chr9	36842582	chr9	37852907
chr9	36842583	chr9	37852925
chr9	36842585	chr9	37852915
chr9	36842586	chr9	37852884
chr9	36842586	chr9	37852905
chr9	36842586	chr9	37852915
chr9	36842597	chr9	37852886
chr9	36842602	chr9	37852849
chr9	36842609	chr9	37852906
chr9	36842612	chr9	37852883
chr9	36842612	chr9	37852885
chr9	36842613	chr9	37852910
chr9	36842616	chr9	37852817
chr9	36842616	chr9	37852891
chr9	36842616	chr9	37852932
chr9	36842617	chr9	37852833
chr9	36842618	chr9	37852908
chr9	36842622	chr9	37852876
chr9	36842623	chr9	37852900
chr9	36842625	chr9	37852921
chr9	36842626	chr9	37852837
chr9	36842632	chr9	37852882
chr9	36842634	chr9	37852827
chr9	36842635	chr9	37852890
chr9	36842642	chr9	37852863
chr9	36842644	chr9	37852803
chr9	36842645	chr9	37852777
chr9	36842646	chr9	37852889
chr9	36842648	chr9	37852847
chr9	36842649	chr9	37852911
chr9	36842651	chr9	37852876
chr9	36842653	chr9	37852834
chr9	36842654	chr9	37852811
chr9	36842655	chr9	37852832
chr9	36842655	chr9	37852843
chr9	36842656	chr9	37852782
chr9	36842656	chr9	37852846
chr9	36842656	chr9	37852920
chr9	36842657	chr9	37852741
chr9	36842658	chr9	37852867
chr9	36842660	chr9	37852851
chr9	36842662	chr9	37852805
chr9	36842663	chr9	37852781
chr9	36842665	chr9	37852877
chr9	36842667	chr9	37852837
chr9	36842668	chr9	37852890
chr9	36842675	chr9	37852702
chr9	36842675	chr9	37852829
chr9	36842678	chr9	37852887
chr9	36842685	chr9	37852767
chr9	36842689	chr9	37852777
chr9	36842689	chr9	37852870
chr9	36842690	chr9	37852786
chr9	36842691	chr9	37852809
chr9	36842693	chr9	37852884
chr9	36842700	chr9	37852885
chr9	36842702	chr9	37852889
chr9	36842704	chr9	37852789
chr9	36842709	chr9	37852828
chr9	36842711	chr9	37852776
chr9	36842714	chr9	37852774
chr9	36842716	chr9	37852732
chr9	36842716	chr9	37852814
chr9	36842717	chr9	37852742
chr9	36842717	chr9	37852818
chr9	36842723	chr9	37852826
