chr10	41805142	chr5	99151289
chr10	41805632	chr6	112532947
chr10	41806319	chr12	129464806
chr10	41806847	chr15	27104222
chr10	41807249	chr7	62178373
chr10	41808039	chr18	17921553
chr10	41808564	chrX	96200519
chr10	41808786	chr12	37149749
chr10	41809071	chr21	7205745
chr10	41813151	chr22	11217629
chr10	41813258	chr5	46286527
chr10	41814481	chr19	24339534
chr10	41815790	chr13	17606069
chr10	41815967	chr21	5392323
chr10	41816312	chr17	47662451
chr10	41817042	chr4	49711560
chr10	41817272	chr8	49913782
chr10	41817330	chr3	10250730
chr10	41818369	chr9	30544803
chr10	41818960	chrX	41550424
chr10	41819503	chr6	9588151
chr10	41820683	chr21	8020450
chr10	41820848	chr20	30150669
chr10	41820985	chr7	61660652
chr10	41821020	chr19	24358283
chr10	41821058	chr11	48752091
chr10	41821064	chrX	58467765
chr10	41821072	chrX	58461473
chr10	41821143	chr7	62089475
chr10	41821143	chrX	58461473
chr10	41821193	chr7	61314430
chr10	41821194	chrX	58467761
chr10	41821197	chr20	30465947
chr10	41821240	chr20	30150669
chr10	41821288	chrX	58467761
chr10	41821298	chr7	62601045
chr10	41821303	chrX	58467769
chr10	41821312	chrX	58467761
chr10	41821314	chr20	28916865
chr10	41821318	chr14	16071719
chr10	41821319	chrX	58467805
chr10	41821325	chrX	58467763
chr10	41821328	chrX	58467778
chr10	41821343	chrX	58467807
chr10	41821367	chrX	58467768
chr10	41821386	chr11	48752095
chr10	41821393	chrX	58467781
chr10	41821406	chr18	15791420
chr10	41821406	chr22	11235330
chr10	41821411	chr22	11235327
chr10	41821492	chrX	58467761
chr10	41821544	chrX	58467781
chr10	41821563	chr20	26524356
chr10	41821579	chr22	11235325
chr10	41821580	chr14	16071719
chr10	41821583	chr20	26534555
chr10	41821627	chr11	48752086
chr10	41821638	chr11	48752086
chr10	41821638	chr11	48752096
chr10	41821638	chr19	27479492
chr10	41821642	chr19	27490113
chr10	41821689	chrX	58461473
chr10	41821690	chr11	48752086
chr10	41821734	chr7	62089476
chr10	41821747	chr3	90269263
chr10	41821762	chrX	58461473
chr10	41821801	chr12	37705105
chr10	41821826	chr20	26539652
chr10	41821827	chr14	16071719
chr10	41821884	chr20	30150669
chr10	41821895	chr12	37705094
chr10	41821910	chrX	58467771
chr10	41821924	chrX	58467726
chr10	41821937	chrX	58503232
chr10	41821945	chr21	10812225
chr10	41821948	chr20	30150669
chr10	41821963	chr7	61314430
chr10	41821985	chrX	58461473
chr10	41821994	chr20	26574667
chr10	41821994	chrX	58461473
chr10	41821994	chrX	62671432
chr10	41822003	chrX	58461473
