14	68633616	62
14	68633632	59
14	68633648	58
14	68633664	60
14	68633680	59
14	68633696	59
14	68633712	68
14	68633728	76
14	68633744	74
14	68633760	62
14	68633776	65
14	68633792	64
14	68633808	58
14	68633824	57
14	68633840	58
14	68633856	60
14	68633872	61
14	68633888	56
14	68633904	56
14	68633920	59
14	68633936	60
14	68633952	64
14	68633968	57
14	68633984	60
14	68634000	52
14	68634016	53
14	68634032	48
14	68634048	54
14	68634064	55
14	68634080	62
14	68634096	68
14	68634112	67
14	68634128	63
14	68634144	58
14	68634160	48
14	68634176	52
14	68634192	47
14	68634208	48
14	68634224	45
14	68634240	46
14	68634256	45
14	68634272	44
14	68634288	45
14	68634304	47
14	68634320	49
14	68634336	55
14	68634352	60
14	68634368	60
14	68634384	61
14	68634400	61
14	68634416	56
14	68634432	61
14	68634448	59
14	68634464	62
14	68634480	62
14	68634496	59
14	68634512	62
14	68634528	60
14	68634544	63
14	68634560	60
14	68634576	66
14	68634592	67
14	68634608	69
14	68634624	73
14	68634640	74
14	68634656	71
14	68634672	70
14	68634688	69
14	68634704	65
14	68634720	66
14	68634736	65
14	68634752	63
14	68634768	57
14	68634784	49
14	68634800	53
14	68634816	55
14	68634832	55
14	68634848	52
14	68634864	59
14	68634880	61
14	68634896	56
14	68634912	53
14	68634928	50
14	68634944	54
14	68634960	53
14	68634976	51
14	68634992	52
14	68635008	57
14	68635024	51
14	68635040	47
14	68635056	50
14	68635072	54
14	68635088	56
14	68635104	56
14	68635120	61
14	68635136	59
14	68635152	65
14	68635168	62
14	68635184	63
14	68635200	63
14	68635216	55
14	68635232	53
14	68635248	55
14	68635264	56
14	68635280	51
14	68635296	57
14	68635312	61
14	68635328	67
14	68635344	57
14	68635360	61
14	68635376	55
14	68635392	61
14	68635408	60
14	68635424	57
14	68635440	55
14	68635456	56
14	68635472	67
14	68635488	63
14	68635504	61
14	68635520	68
14	68635536	68
14	68635552	68
14	68635568	66
14	68635584	61
14	68635600	63
14	68635616	55
14	68635632	52
14	68635648	58
14	68635664	52
14	68635680	56
14	68635696	54
14	68635712	53
14	68635728	55
14	68635744	53
14	68635760	56
14	68635776	58
14	68635792	60
14	68635808	64
14	68635824	65
14	68635840	64
14	68635856	63
14	68635872	66
14	68635888	59
14	68635904	61
14	68635920	59
14	68635936	54
14	68635952	51
14	68635968	52
14	68635984	51
14	68636000	57
14	68636016	54
14	68636032	57
14	68636048	59
14	68636064	63
14	68636080	61
14	68636096	56
14	68636112	58
14	68636128	58
14	68636144	57
14	68636160	59
14	68636176	52
14	68636192	52
14	68636208	55
14	68636224	55
14	68636240	56
14	68636256	53
14	68636272	52
14	68636288	50
14	68636304	45
14	68636320	48
14	68636336	45
14	68636352	41
14	68636368	42
14	68636384	39
14	68636400	42
14	68636416	41
14	68636432	41
14	68636448	45
14	68636464	46
14	68636480	50
14	68636496	51
14	68636512	50
14	68636528	54
14	68636544	52
14	68636560	47
14	68636576	50
14	68636592	55
14	68636608	55
14	68636624	52
14	68636640	49
14	68636656	50
14	68636672	52
14	68636688	49
14	68636704	47
14	68636720	46
14	68636736	57
14	68636752	57
14	68636768	60
14	68636784	56
14	68636800	49
14	68636816	50
14	68636832	59
14	68636848	54
14	68636864	55
14	68636880	55
14	68636896	63
14	68636912	59
14	68636928	60
14	68636944	57
14	68636960	56
14	68636976	56
14	68636992	49
14	68637008	51
14	68637024	50
14	68637040	50
14	68637056	50
14	68637072	48
14	68637088	56
14	68637104	50
14	68637120	52
14	68637136	51
14	68637152	55
14	68637168	57
14	68637184	57
14	68637200	60
14	68637216	60
14	68637232	64
14	68637248	61
14	68637264	70
14	68637280	63
14	68637296	58
14	68637312	60
14	68637328	54
14	68637344	55
14	68637360	53
14	68637376	54
14	68637392	60
14	68637408	59
14	68637424	51
14	68637440	48
14	68637456	51
14	68637472	49
14	68637488	55
14	68637504	58
14	68637520	65
14	68637536	59
14	68637552	58
14	68637568	59
14	68637584	56
14	68637600	56
14	68637616	56
14	68637632	64
14	68637648	65
14	68637664	67
14	68637680	68
14	68637696	69
14	68637712	61
14	68637728	49
14	68637744	49
14	68637760	47
14	68637776	45
14	68637792	43
14	68637808	44
14	68637824	52
14	68637840	57
14	68637856	55
14	68637872	55
14	68637888	56
14	68637904	57
14	68637920	60
14	68637936	67
14	68637952	63
14	68637968	67
14	68637984	63
14	68638000	63
14	68638016	65
14	68638032	55
14	68638048	48
14	68638064	40
14	68638080	38
14	68638096	36
14	68638112	36
14	68638128	41
14	68638144	38
14	68638160	41
14	68638176	48
14	68638192	49
14	68638208	54
14	68638224	52
14	68638240	49
14	68638256	48
14	68638272	48
14	68638288	48
14	68638304	38
14	68638320	39
14	68638336	44
14	68638352	49
14	68638368	49
14	68638384	46
14	68638400	48
14	68638416	50
14	68638432	48
14	68638448	39
14	68638464	36
14	68638480	36
14	68638496	39
14	68638512	38
14	68638528	36
14	68638544	41
14	68638560	46
14	68638576	45
14	68638592	46
14	68638608	46
14	68638624	44
14	68638640	47
14	68638656	48
14	68638672	56
14	68638688	54
14	68638704	42
14	68638720	46
14	68638736	52
14	68638752	49
14	68638768	53
14	68638784	55
14	68638800	54
14	68638816	61
14	68638832	50
14	68638848	43
14	68638864	39
14	68638880	36
14	68638896	36
14	68638912	36
14	68638928	43
14	68638944	48
14	68638960	50
14	68638976	55
14	68638992	52
14	68639008	55
14	68639024	54
14	68639040	54
14	68639056	60
14	68639072	60
14	68639088	64
14	68639104	67
14	68639120	73
14	68639136	73
14	68639152	69
14	68639168	69
14	68639184	65
14	68639200	70
14	68639216	71
14	68639232	62
14	68639248	59
14	68639264	57
14	68639280	63
14	68639296	59
14	68639312	53
14	68639328	64
14	68639344	69
14	68639360	75
14	68639376	71
14	68639392	72
14	68639408	81
14	68639424	76
14	68639440	65
14	68639456	61
14	68639472	61
14	68639488	59
14	68639504	52
14	68639520	49
14	68639536	45
14	68639552	42
14	68639568	50
14	68639584	46
14	68639600	44
14	68639616	49
14	68639632	45
14	68639648	48
14	68639664	51
14	68639680	51
14	68639696	52
14	68639712	48
14	68639728	47
14	68639744	47
14	68639760	42
14	68639776	42
14	68639792	39
14	68639808	41
14	68639824	43
14	68639840	41
14	68639856	45
14	68639872	43
14	68639888	43
14	68639904	46
14	68639920	46
14	68639936	46
14	68639952	45
14	68639968	52
14	68639984	53
14	68640000	46
14	68640016	49
14	68640032	49
14	68640048	52
14	68640064	48
14	68640080	45
14	68640096	46
14	68640112	48
14	68640128	53
14	68640144	54
14	68640160	51
14	68640176	50
14	68640192	52
14	68640208	61
14	68640224	57
14	68640240	52
14	68640256	52
14	68640272	51
14	68640288	55
14	68640304	57
14	68640320	58
14	68640336	57
14	68640352	55
14	68640368	55
14	68640384	52
14	68640400	52
14	68640416	56
14	68640432	52
14	68640448	58
14	68640464	55
14	68640480	61
14	68640496	62
14	68640512	65
14	68640528	59
14	68640544	58
14	68640560	54
14	68640576	61
14	68640592	62
14	68640608	59
14	68640624	56
14	68640640	58
14	68640656	64
14	68640672	57
14	68640688	55
14	68640704	60
14	68640720	70
14	68640736	74
14	68640752	72
14	68640768	71
14	68640784	72
14	68640800	75
14	68640816	69
14	68640832	73
14	68640848	73
14	68640864	69
14	68640880	62
14	68640896	54
14	68640912	50
14	68640928	47
14	68640944	41
14	68640960	44
14	68640976	45
14	68640992	46
14	68641008	45
14	68641024	50
14	68641040	43
14	68641056	45
14	68641072	44
14	68641088	41
14	68641104	46
14	68641120	39
14	68641136	40
14	68641152	49
14	68641168	44
14	68641184	55
14	68641200	54
14	68641216	50
14	68641232	52
14	68641248	44
14	68641264	47
14	68641280	39
14	68641296	47
14	68641312	48
14	68641328	51
14	68641344	52
14	68641360	51
14	68641376	50
14	68641392	50
14	68641408	50
14	68641424	53
14	68641440	59
14	68641456	62
14	68641472	63
14	68641488	63
14	68641504	65
14	68641520	60
14	68641536	54
14	68641552	50
14	68641568	48
14	68641584	49
14	68641600	46
14	68641616	50
14	68641632	51
14	68641648	52
14	68641664	55
14	68641680	51
14	68641696	57
14	68641712	62
14	68641728	66
14	68641744	63
14	68641760	58
14	68641776	54
14	68641792	44
14	68641808	35
14	68641824	37
14	68641840	40
14	68641856	45
14	68641872	49
14	68641888	44
14	68641904	45
14	68641920	46
14	68641936	41
14	68641952	42
14	68641968	44
14	68641984	52
14	68642000	56
14	68642016	61
14	68642032	64
14	68642048	63
14	68642064	61
14	68642080	60
14	68642096	60
14	68642112	55
14	68642128	52
14	68642144	47
14	68642160	45
14	68642176	52
14	68642192	51
14	68642208	57
14	68642224	58
14	68642240	57
14	68642256	57
14	68642272	53
14	68642288	51
14	68642304	42
14	68642320	40
14	68642336	39
14	68642352	38
14	68642368	41
14	68642384	44
14	68642400	47
14	68642416	52
14	68642432	49
14	68642448	50
14	68642464	57
14	68642480	52
14	68642496	51
14	68642512	54
14	68642528	50
14	68642544	45
14	68642560	44
14	68642576	46
14	68642592	51
14	68642608	48
14	68642624	47
14	68642640	47
14	68642656	49
14	68642672	47
14	68642688	45
14	68642704	46
14	68642720	46
14	68642736	44
14	68642752	39
14	68642768	55
14	68642784	55
14	68642800	59
14	68642816	61
14	68642832	64
14	68642848	71
14	68642864	67
14	68642880	60
14	68642896	55
14	68642912	64
14	68642928	61
14	68642944	64
14	68642960	64
14	68642976	63
14	68642992	62
14	68643008	61
14	68643024	63
14	68643040	61
14	68643056	62
14	68643072	61
14	68643088	66
14	68643104	73
14	68643120	73
14	68643136	70
14	68643152	70
14	68643168	69
14	68643184	60
14	68643200	56
14	68643216	49
14	68643232	47
14	68643248	43
14	68643264	44
14	68643280	47
14	68643296	52
14	68643312	52
14	68643328	56
14	68643344	64
14	68643360	72
14	68643376	66
14	68643392	66
14	68643408	65
14	68643424	64
14	68643440	61
14	68643456	63
14	68643472	62
14	68643488	59
14	68643504	52
14	68643520	53
14	68643536	49
14	68643552	51
14	68643568	45
14	68643584	49
14	68643600	51
14	68643616	46
14	68643632	44
14	68643648	47
14	68643664	49
